Taxa	ko00020	ko00120	ko00130	ko00190	ko00196	ko00232	ko00250	ko00280	ko00330	ko00340	ko00351	ko00360	ko00361	ko00364	ko00401	ko00410	ko00471	ko00472	ko00523	ko00540	ko00592	ko00623	ko00630	ko00633	ko00643	ko00680	ko00710	ko00720	ko00760	ko00860	ko00901	ko00906	ko00910	ko00941	ko00944	ko00960	ko00965	ko00984	ko01053	ko01056	ko02040	ko03018	ko04614	ko04964	ko05134
s__Parvimonas_micros	0.004449880383335762	0.0017461335209963695	0.006503134776718314	0.0014078507029829798	0.0	0.0	0.0050965820223274625	0.00655616957899325	0.0065343147251408044	0.0024509525137448676	0.0013964118858263046	0.008809914203401015	0.003709430538702123	0.0	0.008515750288143751	0.0014755082297564376	0.002268214622765102	0.0029242689407176724	0.010825687149819881	0.00403229112251521	0.0033189126207424646	0.003626051990507169	0.005025326515278353	0.004675527860955298	0.0038867588726342974	0.012932120341129637	0.004821434358236827	0.005704896716280692	0.009109245828483338	0.006424679178018968	0.0	0.0026724499609071086	0.002578654687309001	0.0031713499857847875	0.003484521410062984	0.005173369973040148	0.0	0.0	0.004457252580076493	0.0	0.002664583347721201	0.002953415410643315	0.0	0.004004478351729351	0.004369790980760366
s__Porphyromonas_endodontalis	0.001142350235971127	0.0014971357354793542	0.0012822445171587697	0.003521865728169052	0.0	0.0	0.0014361441819642283	0.009245493599660192	0.005132356925076355	0.0010674054775061642	0.0012687112257221281	0.003952811362994618	0.0031763326232272836	0.0	0.005645660940180702	0.0013206015219588444	0.0015583918182266938	0.0022571504955325216	0.00560282036798901	0.0013474255717637687	0.002240886120536626	0.0017366088614724638	0.0017002023773657691	0.0028335935770680103	0.00261649454926685	0.0036328142376819994	0.0013392058034669937	0.002476333644736052	0.022557865918305	0.003230003798994334	0.0	0.0025913233257229776	0.0015334638184529418	0.003196979783884848	0.002545236958320407	0.00439100463781914	0.0	0.0	0.0041482489932506425	0.0	0.0023214197984710153	0.0014917174616554856	0.0	0.0030110397575488636	0.002556711526194297
s__Prevotella_copri	0.0013749336241377147	0.0007467684780801027	0.0016089093486684768	0.0028750156869348444	0.0	0.0	0.021286499071243473	0.0088494556190035	0.00734281197972464	0.003839871185527245	0.0008291934829404841	0.0022513775586036682	0.002491204581924951	0.0	0.003009212343494473	0.0014602236802524818	0.0010791075338608506	0.0014460763436981575	0.005159347553775267	0.00277578049890528	0.0010463731091214486	0.0015778055914905129	0.0024377651306894984	0.002130274358823912	0.0013057965170960996	0.003379255716326256	0.0012361280836737127	0.002323055143391297	0.0036001350643367165	0.0020674346855113464	0.0	0.0012087359980982376	0.0034940386509583056	0.0018245218136412836	0.002758127619668355	0.003298050026649614	0.0	0.0	0.0035418691587991062	0.0	0.0015583062166875162	0.0008963413675082507	0.0	0.002672089037609896	0.0019283027713229352
s__Prevotella_melaninogenica	0.06662093285884277	0.047361072180675916	0.08723559846829111	0.108709732137346	0.0	0.0	0.28910719992270195	0.15350652053930583	0.09605187969993005	0.05524285279706113	0.024594454938633895	0.08686571232889341	0.07280726422166184	0.0	0.05646057525418331	0.053078466227529056	0.0567068022078288	0.06167372638865373	0.21971515145078083	0.06228450488341791	0.06112444327469122	0.04802757590660804	0.0392371788393093	0.09430011471132872	0.06894335968834418	0.04182036469517867	0.0570992787075394	0.11201394358482367	0.3672688569102371	0.1032623066021092	0.0	0.3157495712873192	0.09721956171868928	0.07117566632603958	0.06636019426361951	0.11939109533571747	0.0	0.0	0.05534022766058176	0.0	0.04569037775396042	0.03755965907705103	0.0	0.09862462329967663	0.07310630518099508
s__Prevotella_oris	0.0010070277898414884	0.0012941806512293103	0.0017738638546198656	0.002765217645073925	0.0	0.0	0.0064840714331259475	0.008731104788793896	0.003145374602362467	0.001971212057125042	0.0009312242739900122	0.0017798447161131658	0.0023564637868194794	0.0	0.0027535164388578764	0.0012258169610611437	0.0012218159951939964	0.0017662597232097797	0.003928049102755717	0.0015796797107497532	0.0021293249622130633	0.001556040966213646	0.001459503860938702	0.001879606143075982	0.0019493482716885012	0.000869996977203676	0.001297314535615367	0.002006421593739935	0.0010091880147587342	0.0010631379416054462	0.0	0.0019648110142672574	0.0022839943727194284	0.002514215523566446	0.0023505909165832534	0.0026348439542109078	0.0	0.0	0.0013573349005341856	0.0	0.001777249525257375	0.0007721540143836147	0.0	0.002270852683106429	0.0016648376196881879
s__Prevotella_salivae	0.004624128152904203	0.006975954310348718	0.0131124811641661	0.015519669804413527	0.0	0.0	0.020462446037672118	0.04155520382879941	0.01532701755033397	0.018222541732449915	0.0033346601405852164	0.009227051973299077	0.009422921400771937	0.0	0.014390218967895706	0.0058810586578148145	0.00722100047762754	0.00704771209731559	0.0077275330264738665	0.007024122369675351	0.008370326297173613	0.0061404782879040465	0.004580003430654708	0.014564277113175053	0.010484835149639894	0.010860449763583193	0.005031244625345381	0.008004863836055068	0.005729912294367936	0.00679620914036061	0.0	0.0076758915355730735	0.011849875320673314	0.010831532947977097	0.010400647701516393	0.013451965598243493	0.0	0.0	0.006993060283962143	0.0	0.006244019677792469	0.003999912860036432	0.0	0.011648244743659048	0.007044424149618532
s__Prevotella_tannerae	0.0029518589412019284	0.0019954261251890564	0.0014183946965062879	0.0027615653765871257	0.0	0.0	0.0042282201868666155	0.007007150196539856	0.005918339875922054	0.0019269473338519637	0.0013032515847876322	0.002708684730128047	0.0035628101212651446	0.0	0.0018650360546094919	0.0014417118890159499	0.0016227348789283865	0.0025456297930089977	0.006536464036054342	0.0017941598035172946	0.0026542741036570737	0.0018176449139228007	0.0012293128469597512	0.0032314227884628496	0.0029106635896936402	0.004418833701140207	0.0013445548666992048	0.001425090536346721	0.00455566947145199	0.003339816124742601	0.0	0.002857315484111157	0.0018249127156584556	0.003691615850372574	0.0023786440959626563	0.004263683508918357	0.0	0.0	0.003723731680454419	0.0	0.0020051297645458373	0.0034622084359562048	0.0	0.003196167085804912	0.0025176771043701244
s__Prevotella_veroralis	0.0034527234043271173	0.0023131797337916757	0.003870523558096872	0.005575176510748764	0.0	0.0	0.0038532933321247065	0.009462588324273087	0.007661365854797649	0.007992429753923253	0.0016536508379886084	0.002535304745780179	0.0044817910340272556	0.0	0.002387606471982158	0.0026160883198086352	0.0024543594633680034	0.0032863195712012133	0.008995539333945795	0.004576915842968886	0.0037987843987896805	0.0029181383015705353	0.0019233237803162797	0.005764850966550702	0.0038022499659320775	0.004915934378015271	0.0021305450238518642	0.004821087590647634	0.006646971680100231	0.006048819658765912	0.0	0.003997548795780753	0.003923575781942252	0.0049306002487289865	0.0036362422792097756	0.0026376974269038452	0.0	0.0	0.003362961960174622	0.0	0.0035289923716876927	0.0016698240255074517	0.0	0.004793795180993746	0.0032934839187490515
s__Propionibacterium_acnes	0.010039456242200632	0.002078688941723912	0.006435031488639178	0.026501819083394055	0.0	0.0	0.018876794868555348	0.034015206895502366	0.023509478251829585	0.016151299376341535	0.0021392579371079462	0.013258431789633842	0.052221090849985864	0.0	0.002718498545423515	0.002238072532021041	0.0034961011292704825	0.0040921384417346015	0.008270130654071747	0.004545745151784996	0.005065955068912612	0.012438003162055358	0.013685643612872925	0.004926993782018837	0.009978990016965223	0.0035914836174845495	0.0028183352490398503	0.008983887311518864	0.013660683817104117	0.014013121365979483	0.0	0.004727985415098839	0.014637823695532588	0.0045660709518652864	0.18799419529918768	0.005708434687731307	0.0	0.0	0.00820682077995857	0.0	0.0036037229956419115	0.005097888261716856	0.0	0.00614307753783297	0.018639910854623024
s__Rothia_dentocariosa	0.09842555438111589	0.02536856281696983	0.08572372281696825	0.08025872743048458	0.0	0.0	0.10052596219092295	0.142043908249082	0.06248287178010001	0.037184995940758914	0.030845511108172612	0.05675945909305525	0.06920260240475536	0.0	0.0332464315665127	0.09917938633672749	0.16058903737343766	0.045124779101829694	0.09074296032117128	0.062196494912094405	0.04583592445801003	0.07219576169747281	0.046212857274230135	0.054430477583815855	0.04539552552123692	0.0682166412621274	0.052053610594677974	0.03963868569701145	0.03003093740738037	0.05410366300763183	0.0	0.04306573654609875	0.056649770117268114	0.03404519455022778	0.04245887848912955	0.04548659006956933	0.0	0.0	0.17787603171304314	0.0	0.04529019075216889	0.08140870505041546	0.0	0.18361370516896802	0.10508238771103151
s__Rothia_mucilaginosa	0.12912393774282144	0.04581203970539971	0.12823902917514718	0.044234144347096806	0.0	0.0	0.06042182597167923	0.047425577701956004	0.12131709261769272	0.05171373639897892	0.03762749778537763	0.09960043447303214	0.08061743643693621	0.0	0.05418225689341201	0.06228473187936165	0.2626943985758061	0.06605878375725881	0.1434910641126898	0.09724536949198667	0.05956739400591001	0.12372936711438795	0.06487336731070402	0.08953986065627326	0.06358641163563875	0.11755971700954565	0.05223448618950175	0.04910978988319425	0.04594018238119191	0.05542589929204596	0.0	0.06535534097196115	0.04766715155805802	0.07818857630045256	0.056765729601938965	0.07098960179439685	0.0	0.0	0.40608821851669014	0.0	0.0545320224549748	0.1157295680605481	0.0	0.4712437244120946	0.21413608107904605
s__Rothia_unclassified	0.028991913057057922	0.013292941024476692	0.024598252786453775	0.019142036941514652	0.0	0.0	0.027096217924820233	0.030102138901396434	0.02069753827981487	0.009975861517342196	0.006834929175638091	0.023120049706897336	0.01909654522566667	0.0	0.010505167672488942	0.012537706649470985	0.061536112833958885	0.015143921252090606	0.028401470160912903	0.02167088827485236	0.012217876406562262	0.020838549884354858	0.015383624411767112	0.024108160480958457	0.015111658699201756	0.028680253398332644	0.017239439716380096	0.009762867252918183	0.009527327038285132	0.010710764352097911	0.0	0.01363138897610181	0.01173166396620826	0.01549456530815324	0.013062375042665846	0.015598357420241064	0.0	0.0	0.08063906134689508	0.0	0.012037437523360225	0.03144125893216706	0.0	0.09094285260193856	0.036191480549803284
s__Selenomonas_unclassified	0.002580620747668292	0.0017480342766779654	0.0019960213053897796	0.004968027195515525	0.0	0.0	0.005035672642318287	0.010703371512655989	0.008561175632753194	0.0026796071017588237	0.0005968798963276879	0.005661755743576543	0.002442885517417891	0.0	0.002344730108909795	0.0017725489218066823	0.009882679587743552	0.001684755294204456	0.006649643718440616	0.002195179209811714	0.002221270513511242	0.002067300559317588	0.005590057971471812	0.005536463558750912	0.0034608831200001254	0.0034735544790534326	0.006906738124924152	0.0027289426899184646	0.0030468589129661206	0.006334369715690082	0.0	0.0017388495467170646	0.004184618282342506	0.002524627037845374	0.002461303658188423	0.00227851199758134	0.0	0.0	0.0036369450358300056	0.0	0.0571879900664368	0.0032902457424131564	0.0	0.0027121252784713906	0.012349771151402926
s__Solobacterium_moorei	0.012847821332705773	0.005029830719339485	0.01832084432013417	0.013123503339880986	0.0	0.0	0.04111584610302607	0.07497710176299595	0.016744681585051022	0.010271318057515341	0.0038706714901870077	0.015234322228106516	0.11868576577816163	0.0	0.01734893868674024	0.0202330066145986	0.049863047825744945	0.008642574370118622	0.035606825178224374	0.015446415076776507	0.006395108708269312	0.030177558153905815	0.006774810954573089	0.011748032476178063	0.010144098378066074	0.012047950093187767	0.01013149257654996	0.00827322301705632	0.006471122804114246	0.01669121470010025	0.0	0.007255644513471165	0.012496477564465086	0.009567996943623982	0.008117335058014992	0.009702305072122833	0.0	0.0	0.014176863704438892	0.0	0.008066616574088654	0.008061572542379165	0.0	0.012727554605101075	0.012646987767884664
